2022-12-06 13:44:55.218301,fca132110e2f1bff,metro,77,119
2022-12-06 13:44:55.218317,fca132110e2f1bff,bus,30,102
2022-12-06 13:44:55.218322,fca132110e2f1bff,shopping_mall,35,109
2022-12-06 13:44:55.218325,fca132110e2f1bff,bus,42,100
2022-12-06 13:44:55.218328,fca132110e2f1bff,metro_station,29,114
2022-12-06 13:44:55.218331,fca132110e2f1bff,street_traffic,28,114
2022-12-06 13:44:55.218334,fca132110e2f1bff,street_pedestrian,61,111
2022-12-06 13:44:55.218337,fca132110e2f1bff,park,34,100
2022-12-06 13:44:55.218340,fca132110e2f1bff,shopping_mall,34,120
2022-12-06 13:44:55.218343,fca132110e2f1bff,shopping_mall,34,114
2022-12-06 13:44:55.218346,fca132110e2f1bff,street_pedestrian,29,106
2022-12-06 13:44:55.218349,fca132110e2f1bff,bus,29,110
2022-12-06 13:44:55.218352,fca132110e2f1bff,airport,24,120
2022-12-06 13:44:55.218355,fca132110e2f1bff,bus,40,100
2022-12-06 13:44:55.218358,fca132110e2f1bff,metro_station,34,105
2022-12-06 13:44:55.218361,fca132110e2f1bff,airport,28,104
2022-12-06 13:44:55.218363,fca132110e2f1bff,bus,39,100
2022-12-06 13:44:55.218366,fca132110e2f1bff,street_traffic,38,100
2022-12-06 13:44:55.218369,fca132110e2f1bff,shopping_mall,25,118
2022-12-06 13:44:55.218372,fca132110e2f1bff,shopping_mall,20,100
2022-12-06 13:44:55.218375,fca132110e2f1bff,shopping_mall,29,111
2022-12-06 13:44:55.218377,fca132110e2f1bff,street_traffic,36,100
2022-12-06 13:44:55.218380,fca132110e2f1bff,tram,26,109
2022-12-06 13:44:55.218383,fca132110e2f1bff,street_traffic,43,111
2022-12-06 13:44:55.218386,fca132110e2f1bff,metro_station,37,114
2022-12-06 13:44:55.218389,fca132110e2f1bff,shopping_mall,33,100
2022-12-06 13:44:55.218392,fca132110e2f1bff,park,31,106
2022-12-06 13:44:55.218395,fca132110e2f1bff,street_traffic,31,114
2022-12-06 13:44:55.218398,fca132110e2f1bff,bus,35,100
2022-12-06 13:44:55.218400,fca132110e2f1bff,shopping_mall,15,107
2022-12-06 13:44:55.218403,fca132110e2f1bff,public_square,23,100
2022-12-06 13:44:55.218406,fca132110e2f1bff,metro,43,103
2022-12-06 13:44:55.218409,fca132110e2f1bff,shopping_mall,29,109
2022-12-06 13:44:55.218412,fca132110e2f1bff,street_pedestrian,24,105
2022-12-06 13:44:55.218415,fca132110e2f1bff,public_square,40,114
2022-12-06 13:44:55.218418,fca132110e2f1bff,airport,38,120
2022-12-06 13:44:55.218421,fca132110e2f1bff,shopping_mall,47,102
2022-12-06 13:44:55.218424,fca132110e2f1bff,bus,34,105
2022-12-06 13:44:55.218426,fca132110e2f1bff,public_square,42,112
2022-12-06 13:44:55.218429,fca132110e2f1bff,public_square,36,108
2022-12-06 13:44:55.218432,fca132110e2f1bff,street_traffic,47,113
2022-12-06 13:44:55.218435,fca132110e2f1bff,street_pedestrian,47,108
2022-12-06 13:44:55.218438,fca132110e2f1bff,airport,36,118
2022-12-06 13:44:55.218441,fca132110e2f1bff,tram,31,101
2022-12-06 13:44:55.218444,fca132110e2f1bff,metro_station,33,106
2022-12-06 13:44:55.218450,fca132110e2f1bff,street_pedestrian,41,109
2022-12-06 13:44:55.218453,fca132110e2f1bff,street_pedestrian,36,116
2022-12-06 13:44:55.218456,fca132110e2f1bff,metro,24,120
2022-12-06 13:44:55.218460,fca132110e2f1bff,airport,38,111
2022-12-06 13:44:55.218463,fca132110e2f1bff,public_square,26,120
2022-12-06 13:44:55.218466,fca132110e2f1bff,public_square,43,119
2022-12-06 13:44:55.218469,fca132110e2f1bff,metro,51,113
2022-12-06 13:44:55.218472,fca132110e2f1bff,metro_station,16,102
2022-12-06 13:44:55.218475,fca132110e2f1bff,tram,27,110
2022-12-06 13:44:55.218478,fca132110e2f1bff,park,32,112
2022-12-06 13:44:55.218480,fca132110e2f1bff,metro,37,110
2022-12-06 13:44:55.218483,fca132110e2f1bff,park,32,111
2022-12-06 13:44:55.218486,fca132110e2f1bff,shopping_mall,29,102
2022-12-06 13:44:55.218489,fca132110e2f1bff,metro_station,29,111
2022-12-06 13:44:55.218492,fca132110e2f1bff,park,33,109
2022-12-06 13:44:55.218495,fca132110e2f1bff,shopping_mall,47,105
2022-12-06 13:44:55.218497,fca132110e2f1bff,park,34,102
2022-12-06 13:44:55.218500,fca132110e2f1bff,park,46,111
2022-12-06 13:44:55.218503,fca132110e2f1bff,public_square,17,101
2022-12-06 13:44:55.218506,fca132110e2f1bff,metro,15,109
2022-12-06 13:44:55.218509,fca132110e2f1bff,metro,23,100
2022-12-06 13:44:55.218512,fca132110e2f1bff,public_square,29,110
2022-12-06 13:44:55.218515,fca132110e2f1bff,shopping_mall,37,100
2022-12-06 13:44:55.218518,fca132110e2f1bff,street_pedestrian,31,110
2022-12-06 13:44:55.218520,fca132110e2f1bff,metro,33,101
2022-12-06 13:44:55.218523,fca132110e2f1bff,airport,34,103
2022-12-06 13:44:55.218526,fca132110e2f1bff,metro,31,100
2022-12-06 13:44:55.218529,fca132110e2f1bff,metro,32,106
2022-12-06 13:44:55.218532,fca132110e2f1bff,metro_station,34,120
2022-12-06 13:44:55.218535,fca132110e2f1bff,airport,22,116
2022-12-06 13:44:55.218537,fca132110e2f1bff,public_square,34,112
2022-12-06 13:44:55.218540,fca132110e2f1bff,airport,32,114
2022-12-06 13:44:55.218543,fca132110e2f1bff,shopping_mall,38,108
2022-12-06 13:44:55.218546,fca132110e2f1bff,street_pedestrian,60,110
2022-12-06 13:44:55.218549,fca132110e2f1bff,metro_station,29,120
2022-12-06 13:44:55.218552,fca132110e2f1bff,airport,69,110
2022-12-06 13:44:55.218555,fca132110e2f1bff,airport,28,108
2022-12-06 13:44:55.218558,fca132110e2f1bff,street_traffic,33,113
2022-12-06 13:44:55.218560,fca132110e2f1bff,metro,31,111
2022-12-06 13:44:55.218563,fca132110e2f1bff,tram,36,100
2022-12-06 13:44:55.218566,fca132110e2f1bff,park,48,107
2022-12-06 13:44:55.218569,fca132110e2f1bff,airport,47,114
2022-12-06 13:44:55.218572,fca132110e2f1bff,park,37,106
2022-12-06 13:44:55.218575,fca132110e2f1bff,metro,29,107
2022-12-06 13:44:55.218577,fca132110e2f1bff,tram,31,108
2022-12-06 13:44:55.218580,fca132110e2f1bff,bus,36,100
2022-12-06 13:44:55.218583,fca132110e2f1bff,airport,33,114
2022-12-06 13:44:55.218586,fca132110e2f1bff,bus,37,103
2022-12-06 13:44:55.218589,fca132110e2f1bff,shopping_mall,42,120
2022-12-06 13:44:55.218591,fca132110e2f1bff,metro_station,44,115
2022-12-06 13:44:55.218594,fca132110e2f1bff,street_pedestrian,19,100
2022-12-06 13:44:55.218597,fca132110e2f1bff,airport,52,112
2022-12-06 13:44:55.218600,fca132110e2f1bff,public_square,40,112
2022-12-06 13:44:55.218603,fca132110e2f1bff,airport,29,106
2022-12-06 13:44:55.218606,fca132110e2f1bff,airport,36,110
2022-12-06 13:44:55.218609,fca132110e2f1bff,park,64,108
2022-12-06 13:44:55.218611,fca132110e2f1bff,tram,23,111
2022-12-06 13:44:55.218614,fca132110e2f1bff,airport,35,102
